1.3606
1.6067
1.8991
2.234
2.6006
2.9824
3.3587
3.7072
4.0068
4.2402
4.3957
4.468
4.4584
4.3736
4.2247
4.0259
3.7925
3.5387
3.2771
3.0183
2.7704
2.5398
2.3311
2.1472
1.9901
1.8608
1.7603
1.6895
1.6496
1.6427
1.6715
1.7408
1.8584
2.0356
2.287
2.6327
3.099
3.7201
4.5406
5.6121
6.9811
8.6658
10.63
12.744
14.763
16.32
17.007
16.597
15.277
13.501
11.682
10.056
8.6735
7.5107
6.538
5.7264
5.0521
4.4949
4.0376
3.6651
3.3644
3.1247
2.9367
2.7932
2.6882
2.6173
2.5773
2.5665
2.5848
2.6329
2.7119
2.824
2.9706
3.1515
3.3668
3.6061
3.8277
3.9039
3.7612
3.5883
3.4444
3.3204
3.2081
3.1015
2.9967
2.8909
2.783
2.6724
2.5589
2.4429
2.325
2.2062
2.0881
1.9723
1.861
1.7568
1.6622
1.5803
1.5149
1.4699
1.4508
1.4633
1.5101
1.5937
1.7166
1.8828
2.0964
2.3588
2.668
3.0147
3.3795
3.7342
4.0488
4.313
4.5284
4.7008
4.8314
4.9232
4.9808
5.0095
5.0137
4.9966
4.9607
4.9088
4.8435
4.7673
4.6827
4.5916
4.4957
4.3963
4.2948
4.1921
4.0894
3.9874
3.8871
3.7892
3.6944
3.603
3.5157
3.4327
3.3543
3.2808
3.2123
3.1487
3.0903
3.0369
2.9886
2.9454
2.9073
2.8743
2.8463
2.8235
2.8058
2.7934
2.7864
2.7848
2.7888
2.7982
2.8134
2.8343
2.861
2.8936
2.932
2.9759
3.0252
3.0793
3.1376
3.1993
3.2636
3.3287
3.3923
3.4524
3.5074
3.5558
3.5967
3.6292
3.6526
3.6665
3.6709
3.6663
3.6535
3.6332
3.6064
3.5742
3.5375
3.4972
3.4544
3.4098
3.3642
3.3183
3.2729
3.2285
3.1856
3.1446
3.1061
3.0703
3.0377
3.0086
2.983
2.9613
